# Popular given names and their frequencies of Korean people
# retrieved November 28 2023
# from https://koreanname.me/
# original data from https://efamily.scourt.go.kr/
# filtered, [COUNT] >= 100
#
# data format:  [GIVEN NAME],[COUNT],[SEX]
#
# Each line shows [COUNT] [SEX] babies were born in Korea
#   from 2008 to 2023 who have given name of [GIVEN NAME].
#
# This collection does not reflect actual statistics of all Korean people.
# This is biased information to that age group.
#
#   sum of female babies = 2,891,427
#   sum of male babies = 2,971,409
#   sex ratio of male/female = 1.028
#

라인,101,female
소호,100,female
윤형,100,female
나민,100,female
진원,100,female
찬송,100,female
경하,100,female
민준,41334,male
서준,40649,male
도윤,33940,male
예준,32086,male
시우,31355,male
하준,30281,male
지호,28647,male
주원,28604,male
지후,25675,male
준우,24792,male
준서,24292,male
도현,24138,male
건우,23304,male
현우,23081,male
우진,22507,male
지훈,22276,male
선우,21064,male
유준,19403,male
서진,19267,male
연우,19205,male
은우,18791,male
민재,17704,male
현준,17290,male
시윤,16416,male
정우,16301,male
이준,16118,male
승우,14794,male
윤우,14711,male
지환,14282,male
지우,14277,male
승현,14113,male
유찬,13919,male
준혁,13864,male
수호,13086,male
승민,12895,male
시후,12680,male
진우,12587,male
민성,12253,male
수현,11904,male
준영,11896,male
지원,11808,male
이안,11632,male
재윤,10655,male
시현,10614,male
태윤,10341,male
한결,10313,male
지안,9920,male
동현,9681,male
윤호,9652,male
시원,9643,male
은찬,9605,male
시온,9575,male
민우,9507,male
재원,9451,male
민규,9425,male
지한,9287,male
서우,9282,male
은호,9214,male
재민,9104,male
민찬,9047,male
우주,8768,male
우빈,8580,male
하율,8410,male
준호,8375,male
지율,8196,male
율,8178,male
성민,8136,male
하진,8118,male
승준,8093,male
성현,7987,male
재현,7964,male
현서,7942,male
민호,7908,male
태민,7877,male
준,7770,male
예성,7694,male
지민,7685,male
지성,7681,male
윤재,7651,male
태현,7595,male
민혁,7440,male
하람,7380,male
규민,7313,male
성준,7303,male
하민,7276,male
로운,7270,male
윤성,7156,male
정민,7134,male
태양,7091,male
이현,6962,male
은성,6827,male
예찬,6822,male
준수,6753,male
도훈,6731,male
준희,6665,male
민석,6538,male
다온,6535,male
주안,6480,male
건,6460,male
주호,6403,male
도하,6312,male
이든,6242,male
지오,6144,male
강민,6096,male
지완,6078,male
태준,6040,male
준성,5949,male
하랑,5936,male
승원,5853,male
도영,5845,male
현수,5809,male
정현,5788,male
승호,5759,male
도율,5709,male
시율,5677,male
성빈,5610,male
우현,5462,male
시훈,5397,male
민서,5380,male
서율,5324,male
건희,5264,male
시완,5262,male
주환,5235,male
라온,5211,male
원준,5135,male
민수,5123,male
정훈,5051,male
태오,4950,male
현민,4854,male
승윤,4836,male
동하,4828,male
재하,4808,male
단우,4800,male
도경,4794,male
민기,4792,male
주영,4791,male
서후,4777,male
경민,4747,male
윤,4740,male
민건,4740,male
현성,4680,male
시환,4672,male
시안,4660,male
도원,4648,male
정후,4622,male
가온,4597,male
온유,4571,male
현,4549,male
승빈,4547,male
정원,4538,male
호준,4522,male
태훈,4510,male
재준,4480,male
재훈,4433,male
태영,4408,male
세현,4399,male
동건,4366,male
연준,4366,male
도준,4326,male
태경,4305,male
하온,4203,male
유건,4199,male
범준,4188,male
찬영,4162,male
태율,4150,male
현진,4137,male
재영,4079,male
영준,4067,male
성윤,4056,male
하윤,4044,male
현승,4041,male
주혁,3991,male
상현,3973,male
찬우,3972,male
지혁,3969,male
세준,3953,male
하늘,3943,male
승훈,3942,male
승재,3924,male
동윤,3922,male
우성,3895,male
건호,3858,male
산,3841,male
태호,3836,male
윤찬,3793,male
찬희,3792,male
찬,3776,male
윤후,3747,male
성훈,3741,male
유안,3708,male
연호,3685,male
지운,3685,male
서호,3655,male
유현,3646,male
수민,3644,male
도겸,3631,male
동욱,3629,male
승찬,3615,male
규빈,3603,male
태우,3594,male
현호,3568,male
